"300023";"PAYVP019332";06.01.2025;"";;"";1733,76;"EUR";1733,76;"PAYVP019332";06.01.2025;"Settlement";"No"
"300023";"PAYVP019332";06.01.2025;"";;"";-1733,76;"EUR";-1733,76;"PAYVP019332";06.01.2025;"Settlement";"No"
"300023";"PAYVP019333";06.01.2025;"";;"";1749,60;"EUR";1749,60;"PAYVP019333";06.01.2025;"Settlement";"No"
"300023";"PAYVP019333";06.01.2025;"";;"";-1749,60;"EUR";-1749,60;"PAYVP019333";06.01.2025;"Settlement";"No"
"300023";"PAYVP019334";06.01.2025;"";;"";1749,60;"EUR";1749,60;"PAYVP019334";06.01.2025;"Settlement";"No"
"300023";"PAYVP019334";06.01.2025;"";;"";-1749,60;"EUR";-1749,60;"PAYVP019334";06.01.2025;"Settlement";"No"
"300023";"PAYVP019335";06.01.2025;"";;"";1749,60;"EUR";1749,60;"PAYVP019335";06.01.2025;"Settlement";"No"
"300023";"PAYVP019335";06.01.2025;"";;"";-1749,60;"EUR";-1749,60;"PAYVP019335";06.01.2025;"Settlement";"No"
"300023";"PAYVP019336";06.01.2025;"";;"";1749,60;"EUR";1749,60;"PAYVP019336";06.01.2025;"Settlement";"No"
"300023";"PAYVP019336";06.01.2025;"";;"";-1749,60;"EUR";-1749,60;"PAYVP019336";06.01.2025;"Settlement";"No"
"300023";"PAYVP019337";06.01.2025;"";;"";1749,60;"EUR";1749,60;"PAYVP019337";06.01.2025;"Settlement";"No"
"300023";"PAYVP019337";06.01.2025;"";;"";-1749,60;"EUR";-1749,60;"PAYVP019337";06.01.2025;"Settlement";"No"
"300023";"PAYVP019338";06.01.2025;"";;"";1774,80;"EUR";1774,80;"PAYVP019338";06.01.2025;"Settlement";"No"
"300023";"PAYVP019338";06.01.2025;"";;"";-1774,80;"EUR";-1774,80;"PAYVP019338";06.01.2025;"Settlement";"No"
"300023";"PAYVP019339";06.01.2025;"";;"";1778,58;"EUR";1778,58;"PAYVP019339";06.01.2025;"Settlement";"No"
"300023";"PAYVP019339";06.01.2025;"";;"";-1778,58;"EUR";-1778,58;"PAYVP019339";06.01.2025;"Settlement";"No"
"300023";"PAYVP019340";06.01.2025;"";;"";1803,96;"EUR";1803,96;"PAYVP019340";06.01.2025;"Settlement";"No"
"300023";"PAYVP019340";06.01.2025;"";;"";-1803,96;"EUR";-1803,96;"PAYVP019340";06.01.2025;"Settlement";"No"
"300023";"PAYVP019341";06.01.2025;"";;"";1850,12;"EUR";1850,12;"PAYVP019341";06.01.2025;"Settlement";"No"
"300023";"PAYVP019341";06.01.2025;"";;"";-1850,12;"EUR";-1850,12;"PAYVP019341";06.01.2025;"Settlement";"No"
"300023";"PAYVP019342";06.01.2025;"";;"";1973,16;"EUR";1973,16;"PAYVP019342";06.01.2025;"Settlement";"No"
"300023";"PAYVP019342";06.01.2025;"";;"";-1973,16;"EUR";-1973,16;"PAYVP019342";06.01.2025;"Settlement";"No"
"300023";"PAYVP019343";06.01.2025;"";;"";2018,52;"EUR";2018,52;"PAYVP019343";06.01.2025;"Settlement";"No"
"300023";"PAYVP019343";06.01.2025;"";;"";-2018,52;"EUR";-2018,52;"PAYVP019343";06.01.2025;"Settlement";"No"
"300023";"PAYVP019344";06.01.2025;"";;"";2041,20;"EUR";2041,20;"PAYVP019344";06.01.2025;"Settlement";"No"
"300023";"PAYVP019344";06.01.2025;"";;"";-2041,20;"EUR";-2041,20;"PAYVP019344";06.01.2025;"Settlement";"No"
"300023";"PAYVP019345";06.01.2025;"";;"";2043,59;"EUR";2043,59;"PAYVP019345";06.01.2025;"Settlement";"No"
"300023";"PAYVP019345";06.01.2025;"";;"";-2043,59;"EUR";-2043,59;"PAYVP019345";06.01.2025;"Settlement";"No"
"300023";"PAYVP019346";06.01.2025;"";;"";2099,52;"EUR";2099,52;"PAYVP019346";06.01.2025;"Settlement";"No"
"300023";"PAYVP019346";06.01.2025;"";;"";-2099,52;"EUR";-2099,52;"PAYVP019346";06.01.2025;"Settlement";"No"
"300023";"PAYVP019347";06.01.2025;"";;"";2112,00;"EUR";2112,00;"PAYVP019347";06.01.2025;"Settlement";"No"
"300023";"PAYVP019347";06.01.2025;"";;"";-2112,00;"EUR";-2112,00;"PAYVP019347";06.01.2025;"Settlement";"No"
"300023";"PAYVP019348";06.01.2025;"";;"";2204,10;"EUR";2204,10;"PAYVP019348";06.01.2025;"Settlement";"No"
"300023";"PAYVP019348";06.01.2025;"";;"";-2204,10;"EUR";-2204,10;"PAYVP019348";06.01.2025;"Settlement";"No"
"300023";"PAYVP019349";06.01.2025;"";;"";2233,53;"EUR";2233,53;"PAYVP019349";06.01.2025;"Settlement";"No"
"300023";"PAYVP019349";06.01.2025;"";;"";-2233,53;"EUR";-2233,53;"PAYVP019349";06.01.2025;"Settlement";"No"
"300023";"PAYVP019350";06.01.2025;"";;"";2406,24;"EUR";2406,24;"PAYVP019350";06.01.2025;"Settlement";"No"
"300023";"PAYVP019350";06.01.2025;"";;"";-2406,24;"EUR";-2406,24;"PAYVP019350";06.01.2025;"Settlement";"No"
"300023";"PAYVP019351";06.01.2025;"";;"";2434,86;"EUR";2434,86;"PAYVP019351";06.01.2025;"Settlement";"No"
"300023";"PAYVP019351";06.01.2025;"";;"";-2434,86;"EUR";-2434,86;"PAYVP019351";06.01.2025;"Settlement";"No"
"300023";"PAYVP019352";06.01.2025;"";;"";2442,96;"EUR";2442,96;"PAYVP019352";06.01.2025;"Settlement";"No"
"300023";"PAYVP019352";06.01.2025;"";;"";-2442,96;"EUR";-2442,96;"PAYVP019352";06.01.2025;"Settlement";"No"
"300023";"PAYVP019353";06.01.2025;"";;"";2488,32;"EUR";2488,32;"PAYVP019353";06.01.2025;"Settlement";"No"
"300023";"PAYVP019353";06.01.2025;"";;"";-2488,32;"EUR";-2488,32;"PAYVP019353";06.01.2025;"Settlement";"No"
"300023";"PAYVP019354";06.01.2025;"";;"";2532,60;"EUR";2532,60;"PAYVP019354";06.01.2025;"Settlement";"No"
"300023";"PAYVP019354";06.01.2025;"";;"";-2532,60;"EUR";-2532,60;"PAYVP019354";06.01.2025;"Settlement";"No"
"300023";"PAYVP019355";06.01.2025;"";;"";2542,80;"EUR";2542,80;"PAYVP019355";06.01.2025;"Settlement";"No"
"300023";"PAYVP019355";06.01.2025;"";;"";-2542,80;"EUR";-2542,80;"PAYVP019355";06.01.2025;"Settlement";"No"
"300023";"PAYVP019356";06.01.2025;"";;"";2708,64;"EUR";2708,64;"PAYVP019356";06.01.2025;"Settlement";"No"
"300023";"PAYVP019356";06.01.2025;"";;"";-2708,64;"EUR";-2708,64;"PAYVP019356";06.01.2025;"Settlement";"No"
"300023";"PAYVP019357";06.01.2025;"";;"";2916,00;"EUR";2916,00;"PAYVP019357";06.01.2025;"Settlement";"No"
"300023";"PAYVP019357";06.01.2025;"";;"";-2916,00;"EUR";-2916,00;"PAYVP019357";06.01.2025;"Settlement";"No"
"300023";"PAYVP019358";06.01.2025;"";;"";2916,00;"EUR";2916,00;"PAYVP019358";06.01.2025;"Settlement";"No"
"300023";"PAYVP019358";06.01.2025;"";;"";-2916,00;"EUR";-2916,00;"PAYVP019358";06.01.2025;"Settlement";"No"
"300023";"PAYVP019359";06.01.2025;"";;"";2998,80;"EUR";2998,80;"PAYVP019359";06.01.2025;"Settlement";"No"
"300023";"PAYVP019359";06.01.2025;"";;"";-2998,80;"EUR";-2998,80;"PAYVP019359";06.01.2025;"Settlement";"No"
"300023";"PAYVP019360";06.01.2025;"";;"";3048,12;"EUR";3048,12;"PAYVP019360";06.01.2025;"Settlement";"No"
"300023";"PAYVP019360";06.01.2025;"";;"";-3048,12;"EUR";-3048,12;"PAYVP019360";06.01.2025;"Settlement";"No"
"300023";"PAYVP019361";06.01.2025;"";;"";3085,56;"EUR";3085,56;"PAYVP019361";06.01.2025;"Settlement";"No"
"300023";"PAYVP019361";06.01.2025;"";;"";-3085,56;"EUR";-3085,56;"PAYVP019361";06.01.2025;"Settlement";"No"
"300023";"PAYVP019362";06.01.2025;"";;"";3120,39;"EUR";3120,39;"PAYVP019362";06.01.2025;"Settlement";"No"
"300023";"PAYVP019362";06.01.2025;"";;"";-3120,39;"EUR";-3120,39;"PAYVP019362";06.01.2025;"Settlement";"No"
"300023";"PAYVP019363";06.01.2025;"";;"";3168,00;"EUR";3168,00;"PAYVP019363";06.01.2025;"Settlement";"No"
"300023";"PAYVP019363";06.01.2025;"";;"";-3168,00;"EUR";-3168,00;"PAYVP019363";06.01.2025;"Settlement";"No"
"300023";"PAYVP019364";06.01.2025;"";;"";3207,60;"EUR";3207,60;"PAYVP019364";06.01.2025;"Settlement";"No"
"300023";"PAYVP019364";06.01.2025;"";;"";-3207,60;"EUR";-3207,60;"PAYVP019364";06.01.2025;"Settlement";"No"
"300023";"PAYVP019365";06.01.2025;"";;"";3236,76;"EUR";3236,76;"PAYVP019365";06.01.2025;"Settlement";"No"
"300023";"PAYVP019365";06.01.2025;"";;"";-3236,76;"EUR";-3236,76;"PAYVP019365";06.01.2025;"Settlement";"No"
"300023";"PAYVP019366";06.01.2025;"";;"";3273,48;"EUR";3273,48;"PAYVP019366";06.01.2025;"Settlement";"No"
"300023";"PAYVP019366";06.01.2025;"";;"";-3273,48;"EUR";-3273,48;"PAYVP019366";06.01.2025;"Settlement";"No"
"300023";"PAYVP019367";06.01.2025;"";;"";3290,40;"EUR";3290,40;"PAYVP019367";06.01.2025;"Settlement";"No"
"300023";"PAYVP019367";06.01.2025;"";;"";-3290,40;"EUR";-3290,40;"PAYVP019367";06.01.2025;"Settlement";"No"
"300023";"PAYVP019368";06.01.2025;"";;"";3320,80;"EUR";3320,80;"PAYVP019368";06.01.2025;"Settlement";"No"
"300023";"PAYVP019368";06.01.2025;"";;"";-3320,80;"EUR";-3320,80;"PAYVP019368";06.01.2025;"Settlement";"No"
"300023";"PAYVP019369";06.01.2025;"";;"";3324,24;"EUR";3324,24;"PAYVP019369";06.01.2025;"Settlement";"No"
"300023";"PAYVP019369";06.01.2025;"";;"";-3324,24;"EUR";-3324,24;"PAYVP019369";06.01.2025;"Settlement";"No"
"300023";"PAYVP019370";06.01.2025;"";;"";3499,20;"EUR";3499,20;"PAYVP019370";06.01.2025;"Settlement";"No"
"300023";"PAYVP019370";06.01.2025;"";;"";-3499,20;"EUR";-3499,20;"PAYVP019370";06.01.2025;"Settlement";"No"
"300023";"PAYVP019371";06.01.2025;"";;"";3499,20;"EUR";3499,20;"PAYVP019371";06.01.2025;"Settlement";"No"
"300023";"PAYVP019371";06.01.2025;"";;"";-3499,20;"EUR";-3499,20;"PAYVP019371";06.01.2025;"Settlement";"No"
"300023";"PAYVP019372";06.01.2025;"";;"";3513,78;"EUR";3513,78;"PAYVP019372";06.01.2025;"Settlement";"No"
"300023";"PAYVP019372";06.01.2025;"";;"";-3513,78;"EUR";-3513,78;"PAYVP019372";06.01.2025;"Settlement";"No"
"300023";"PAYVP019373";06.01.2025;"";;"";3538,98;"EUR";3538,98;"PAYVP019373";06.01.2025;"Settlement";"No"
"300023";"PAYVP019373";06.01.2025;"";;"";-3538,98;"EUR";-3538,98;"PAYVP019373";06.01.2025;"Settlement";"No"
"300023";"PAYVP019374";06.01.2025;"";;"";3580,47;"EUR";3580,47;"PAYVP019374";06.01.2025;"Settlement";"No"
"300023";"PAYVP019374";06.01.2025;"";;"";-3580,47;"EUR";-3580,47;"PAYVP019374";06.01.2025;"Settlement";"No"
"300023";"PAYVP019375";06.01.2025;"";;"";3581,28;"EUR";3581,28;"PAYVP019375";06.01.2025;"Settlement";"No"
"300023";"PAYVP019375";06.01.2025;"";;"";-3581,28;"EUR";-3581,28;"PAYVP019375";06.01.2025;"Settlement";"No"
"300023";"PAYVP019376";06.01.2025;"";;"";4017,33;"EUR";4017,33;"PAYVP019376";06.01.2025;"Settlement";"No"
"300023";"PAYVP019376";06.01.2025;"";;"";-4017,33;"EUR";-4017,33;"PAYVP019376";06.01.2025;"Settlement";"No"
"300023";"PAYVP019377";06.01.2025;"";;"";4079,97;"EUR";4079,97;"PAYVP019377";06.01.2025;"Settlement";"No"
"300023";"PAYVP019377";06.01.2025;"";;"";-4079,97;"EUR";-4079,97;"PAYVP019377";06.01.2025;"Settlement";"No"
"300023";"PAYVP019378";06.01.2025;"";;"";4096,98;"EUR";4096,98;"PAYVP019378";06.01.2025;"Settlement";"No"
"300023";"PAYVP019378";06.01.2025;"";;"";-4096,98;"EUR";-4096,98;"PAYVP019378";06.01.2025;"Settlement";"No"
"300023";"PAYVP019379";06.01.2025;"";;"";4110,75;"EUR";4110,75;"PAYVP019379";06.01.2025;"Settlement";"No"
"300023";"PAYVP019379";06.01.2025;"";;"";-4110,75;"EUR";-4110,75;"PAYVP019379";06.01.2025;"Settlement";"No"
"300023";"PAYVP019380";06.01.2025;"";;"";4311,45;"EUR";4311,45;"PAYVP019380";06.01.2025;"Settlement";"No"
"300023";"PAYVP019380";06.01.2025;"";;"";-4311,45;"EUR";-4311,45;"PAYVP019380";06.01.2025;"Settlement";"No"
"300023";"PAYVP019381";06.01.2025;"";;"";4333,50;"EUR";4333,50;"PAYVP019381";06.01.2025;"Settlement";"No"
"300023";"PAYVP019381";06.01.2025;"";;"";-4333,50;"EUR";-4333,50;"PAYVP019381";06.01.2025;"Settlement";"No"
"300023";"PAYVP019382";06.01.2025;"";;"";4340,88;"EUR";4340,88;"PAYVP019382";06.01.2025;"Settlement";"No"
"300023";"PAYVP019382";06.01.2025;"";;"";-4340,88;"EUR";-4340,88;"PAYVP019382";06.01.2025;"Settlement";"No"
"300023";"PAYVP019383";06.01.2025;"";;"";4435,20;"EUR";4435,20;"PAYVP019383";06.01.2025;"Settlement";"No"
"300023";"PAYVP019383";06.01.2025;"";;"";-4435,20;"EUR";-4435,20;"PAYVP019383";06.01.2025;"Settlement";"No"
"300023";"PAYVP019384";06.01.2025;"";;"";4592,70;"EUR";4592,70;"PAYVP019384";06.01.2025;"Settlement";"No"
"300023";"PAYVP019384";06.01.2025;"";;"";-4592,70;"EUR";-4592,70;"PAYVP019384";06.01.2025;"Settlement";"No"
"300023";"PAYVP019385";06.01.2025;"";;"";4617,00;"EUR";4617,00;"PAYVP019385";06.01.2025;"Settlement";"No"
"300023";"PAYVP019385";06.01.2025;"";;"";-4617,00;"EUR";-4617,00;"PAYVP019385";06.01.2025;"Settlement";"No"
"300023";"PAYVP019386";06.01.2025;"";;"";4765,95;"EUR";4765,95;"PAYVP019386";06.01.2025;"Settlement";"No"
"300023";"PAYVP019386";06.01.2025;"";;"";-4765,95;"EUR";-4765,95;"PAYVP019386";06.01.2025;"Settlement";"No"
"300023";"PAYVP019387";06.01.2025;"";;"";4899,78;"EUR";4899,78;"PAYVP019387";06.01.2025;"Settlement";"No"
"300023";"PAYVP019387";06.01.2025;"";;"";-4899,78;"EUR";-4899,78;"PAYVP019387";06.01.2025;"Settlement";"No"
"300023";"PAYVP019388";06.01.2025;"";;"";4941,42;"EUR";4941,42;"PAYVP019388";06.01.2025;"Settlement";"No"
"300023";"PAYVP019388";06.01.2025;"";;"";-4941,42;"EUR";-4941,42;"PAYVP019388";06.01.2025;"Settlement";"No"
"300023";"PAYVP019389";06.01.2025;"";;"";5492,30;"EUR";5492,30;"PAYVP019389";06.01.2025;"Settlement";"No"
"300023";"PAYVP019389";06.01.2025;"";;"";-5492,30;"EUR";-5492,30;"PAYVP019389";06.01.2025;"Settlement";"No"
"300023";"PAYVP019390";06.01.2025;"";;"";5516,82;"EUR";5516,82;"PAYVP019390";06.01.2025;"Settlement";"No"
"300023";"PAYVP019390";06.01.2025;"";;"";-5516,82;"EUR";-5516,82;"PAYVP019390";06.01.2025;"Settlement";"No"
"300023";"PAYVP019391";06.01.2025;"";;"";5655,90;"EUR";5655,90;"PAYVP019391";06.01.2025;"Settlement";"No"
"300023";"PAYVP019391";06.01.2025;"";;"";-5655,90;"EUR";-5655,90;"PAYVP019391";06.01.2025;"Settlement";"No"
"300023";"PAYVP019392";06.01.2025;"";;"";5919,48;"EUR";5919,48;"PAYVP019392";06.01.2025;"Settlement";"No"
"300023";"PAYVP019392";06.01.2025;"";;"";-5919,48;"EUR";-5919,48;"PAYVP019392";06.01.2025;"Settlement";"No"
"300023";"PAYVP019393";06.01.2025;"";;"";6321,24;"EUR";6321,24;"PAYVP019393";06.01.2025;"Settlement";"No"
"300023";"PAYVP019393";06.01.2025;"";;"";-6321,24;"EUR";-6321,24;"PAYVP019393";06.01.2025;"Settlement";"No"
"300023";"PAYVP019394";06.01.2025;"";;"";6415,20;"EUR";6415,20;"PAYVP019394";06.01.2025;"Settlement";"No"
"300023";"PAYVP019394";06.01.2025;"";;"";-6415,20;"EUR";-6415,20;"PAYVP019394";06.01.2025;"Settlement";"No"
"300023";"PAYVP019395";06.01.2025;"";;"";6415,20;"EUR";6415,20;"PAYVP019395";06.01.2025;"Settlement";"No"
"300023";"PAYVP019395";06.01.2025;"";;"";-6415,20;"EUR";-6415,20;"PAYVP019395";06.01.2025;"Settlement";"No"
"300023";"PAYVP019396";06.01.2025;"";;"";6439,50;"EUR";6439,50;"PAYVP019396";06.01.2025;"Settlement";"No"
"300023";"PAYVP019396";06.01.2025;"";;"";-6439,50;"EUR";-6439,50;"PAYVP019396";06.01.2025;"Settlement";"No"
"300023";"PAYVP019397";06.01.2025;"";;"";6546,42;"EUR";6546,42;"PAYVP019397";06.01.2025;"Settlement";"No"
"300023";"PAYVP019397";06.01.2025;"";;"";-6546,42;"EUR";-6546,42;"PAYVP019397";06.01.2025;"Settlement";"No"
"300023";"PAYVP019398";06.01.2025;"";;"";6625,26;"EUR";6625,26;"PAYVP019398";06.01.2025;"Settlement";"No"
"300023";"PAYVP019398";06.01.2025;"";;"";-6625,26;"EUR";-6625,26;"PAYVP019398";06.01.2025;"Settlement";"No"
"300023";"PAYVP019399";06.01.2025;"";;"";6643,97;"EUR";6643,97;"PAYVP019399";06.01.2025;"Settlement";"No"
"300023";"PAYVP019399";06.01.2025;"";;"";-6643,97;"EUR";-6643,97;"PAYVP019399";06.01.2025;"Settlement";"No"
"300023";"PAYVP019400";06.01.2025;"";;"";6802,53;"EUR";6802,53;"PAYVP019400";06.01.2025;"Settlement";"No"
"300023";"PAYVP019400";06.01.2025;"";;"";-6802,53;"EUR";-6802,53;"PAYVP019400";06.01.2025;"Settlement";"No"
"300023";"PAYVP019401";06.01.2025;"";;"";6866,25;"EUR";6866,25;"PAYVP019401";06.01.2025;"Settlement";"No"
"300023";"PAYVP019401";06.01.2025;"";;"";-6866,25;"EUR";-6866,25;"PAYVP019401";06.01.2025;"Settlement";"No"
"300023";"PAYVP019402";06.01.2025;"";;"";6976,80;"EUR";6976,80;"PAYVP019402";06.01.2025;"Settlement";"No"
"300023";"PAYVP019402";06.01.2025;"";;"";-6976,80;"EUR";-6976,80;"PAYVP019402";06.01.2025;"Settlement";"No"
"300023";"PAYVP019403";06.01.2025;"";;"";7016,58;"EUR";7016,58;"PAYVP019403";06.01.2025;"Settlement";"No"
"300023";"PAYVP019403";06.01.2025;"";;"";-7016,58;"EUR";-7016,58;"PAYVP019403";06.01.2025;"Settlement";"No"
"300023";"PAYVP019404";06.01.2025;"";;"";7022,70;"EUR";7022,70;"PAYVP019404";06.01.2025;"Settlement";"No"
"300023";"PAYVP019404";06.01.2025;"";;"";-7022,70;"EUR";-7022,70;"PAYVP019404";06.01.2025;"Settlement";"No"
"300023";"PAYVP019405";06.01.2025;"";;"";7048,80;"EUR";7048,80;"PAYVP019405";06.01.2025;"Settlement";"No"
"300023";"PAYVP019405";06.01.2025;"";;"";-7048,80;"EUR";-7048,80;"PAYVP019405";06.01.2025;"Settlement";"No"
"300023";"PAYVP019406";06.01.2025;"";;"";7086,00;"EUR";7086,00;"PAYVP019406";06.01.2025;"Settlement";"No"
"300023";"PAYVP019406";06.01.2025;"";;"";-7086,00;"EUR";-7086,00;"PAYVP019406";06.01.2025;"Settlement";"No"
"300023";"PAYVP019407";06.01.2025;"";;"";7128,00;"EUR";7128,00;"PAYVP019407";06.01.2025;"Settlement";"No"
"300023";"PAYVP019407";06.01.2025;"";;"";-7128,00;"EUR";-7128,00;"PAYVP019407";06.01.2025;"Settlement";"No"
"300023";"PAYVP019408";06.01.2025;"";;"";7128,00;"EUR";7128,00;"PAYVP019408";06.01.2025;"Settlement";"No"
"300023";"PAYVP019408";06.01.2025;"";;"";-7128,00;"EUR";-7128,00;"PAYVP019408";06.01.2025;"Settlement";"No"
"300023";"PAYVP019409";06.01.2025;"";;"";7193,34;"EUR";7193,34;"PAYVP019409";06.01.2025;"Settlement";"No"
"300023";"PAYVP019409";06.01.2025;"";;"";-7193,34;"EUR";-7193,34;"PAYVP019409";06.01.2025;"Settlement";"No"
"300023";"PAYVP019410";06.01.2025;"";;"";7290,00;"EUR";7290,00;"PAYVP019410";06.01.2025;"Settlement";"No"
"300023";"PAYVP019410";06.01.2025;"";;"";-7290,00;"EUR";-7290,00;"PAYVP019410";06.01.2025;"Settlement";"No"
"300023";"PAYVP019411";06.01.2025;"";;"";7343,70;"EUR";7343,70;"PAYVP019411";06.01.2025;"Settlement";"No"
"300023";"PAYVP019411";06.01.2025;"";;"";-7343,70;"EUR";-7343,70;"PAYVP019411";06.01.2025;"Settlement";"No"
"300023";"PAYVP019412";06.01.2025;"";;"";7529,76;"EUR";7529,76;"PAYVP019412";06.01.2025;"Settlement";"No"
"300023";"PAYVP019412";06.01.2025;"";;"";-7529,76;"EUR";-7529,76;"PAYVP019412";06.01.2025;"Settlement";"No"
"300023";"PAYVP019413";06.01.2025;"";;"";7637,04;"EUR";7637,04;"PAYVP019413";06.01.2025;"Settlement";"No"
"300023";"PAYVP019413";06.01.2025;"";;"";-7637,04;"EUR";-7637,04;"PAYVP019413";06.01.2025;"Settlement";"No"
